abbr;potency;vial_id
Tarax;6C;10
Tarax;6X;10
Tarax;LM01;10
Tarax;LM02;10
Tarax;LM03;10
Tarax;LM04;10
Tarax;LM05;10
Tarax;LM06;10
Tarax;LM07;10
Tarax;LM08;10
Tarax;LM09;10
Tarax;LM10;10
Tarent-c;10M;10
Tarent-c;1M;10
Tarent-c;200C;10
Tarent-c;30C;10
Tarent-c;50M;10
Tarent-c;9C;10
Tarent;10M;10
Tarent;1M;10
Tarent;200C;10
Tarent;200C;2
Tarent;200C;4
Tarent;30C;10
Tarent;50M;10
Tarent;6C;10
Tax;1M;10
Tax;200C;10
Tax;30C;10
Tax;6C;10
Techn;10M;10
Techn;1M;10
Techn;200C;10
Techn;30C;10
Tela;10M;10
Tela;1M;10
Tela;200C;10
Tela;30C;10
Tela;9C;10
Tell;10M;10
Tell;1M;10
Tell;200C;10
Tell;30C;10
Tell;6C;10
Ter;10M;10
Ter;1M;10
Ter;200C;10
Ter;30C;10
Ter;6C;10
Terb-br;1M;10
Terb-c;1M;10
Terb-f;1M;10
Terb-i;1M;10
Terb-m;1M;10
Terb-n;1M;10
Terb-oxa;1M;10
Terb-oxy;1M;10
Terb-p;1M;10
Terb-s;1M;10
Terb-sil;1M;10
Terb;1M;10
Tetan-V;10M;10
Tetan-V;1M;10
Tetan-V;200C;10
Tetan-V;30C;10
Tetan;10M;10
Tetan;1M;10
Tetan;200C;10
Tetan;30C;10
Thalid-D;30C;10
Thalid-D;6C;10
Thall;10M;10
Thall;1M;10
Thall;200C;10
Thall;30C;10
Thea;10M;10
Thea;1M;10
Thea;200C;10
Thea;30C;10
Thea;6C;10
Ther;10M;10
Ther;12C;10
Ther;1M;10
Ther;200C;10
Ther;30C;10
Thiosin;10M;10
Thiosin;1M;10
Thiosin;200C;10
Thiosin;30C;10
Thiosin;6C;10
Thlas;10M;10
Thlas;1M;10
Thlas;200C;10
Thlas;30C;10
Thlas;50M;10
Thuj;10M;10
Thuj;1M;10
Thuj;200C;10
Thuj;200C;2
Thuj;200C;4
Thuj;30C;10
Thuj;6C;10
Thuj;6X;10
Thuj;LM01;10
Thuj;LM02;10
Thuj;LM03;10
Thuj;LM04;10
Thuj;LM05;10
Thuj;LM06;10
Thuj;LM07;10
Thuj;LM08;10
Thuj;LM09;10
Thuj;LM10;10
Thuj;LM11;10
Thuj;LM12;10
Thuj;LM13;10
Thuj;LM14;10
Thuj;LM15;10
Thuj;LM16;10
Thuj;LM17;10
Thuj;LM18;10
Thuj;LM19;10
Thuj;LM20;10
Thuj;MM;10
Thuj;Q;7
Thuj;Q;8
Thul-br;1M;10
Thul-c;1M;10
Thul-f;1M;10
Thul-i;1M;10
Thul-m;1M;10
Thul-m;3C;10
Thul-n;1M;10
Thul-oxy;1M;10
Thul-p;1M;10
Thul-s;1M;10
Thul;1M;10
Thym-gl;10M;10
Thym-gl;12C;10
Thym-gl;12X;10
Thym-gl;1M;10
Thym-gl;200C;10
Thym-gl;30C;10
Thyr-gl;10M;10
Thyr-gl;12X;10
Thyr-gl;1M;10
Thyr-gl;200C;10
Thyr-gl;30C;10
Thyr-gl;6C;10
Thyr;10M;10
Thyr;12X;10
Thyr;1M;10
Thyr;200C;10
Thyr;30C;10
Thyr;6C;10
Thyrox;10M;10
Thyrox;1M;10
Thyrox;200C;10
Thyrox;30C;10
Tig-u;10M;10
Tig-u;1M;10
Tig-u;200C;10
Tig-u;30C;10
Tiger-ey;10M;10
Tiger-ey;12X;10
Tiger-ey;1M;10
Tiger-ey;200C;10
Tiger-ey;30C;10
Tiger-ey;6C;10
Til-c;10M;10
Til-c;1M;10
Til-c;200C;10
Titan;10M;10
Titan;15C;10
Titan;1M;10
Titan;200C;10
Titan;30C;10
Toxopl;10M;10
Toxopl;12C;10
Toxopl;1M;10
Toxopl;200C;10
Toxopl;30C;10
Tree-f;200C;10
Tree-f;30C;10
Trichom;10M;10
Trichom;12C;10
Trichom;1M;10
Trichom;200C;10
Trichom;30C;10
Tril;10M;10
Tril;1M;10
Tril;200C;10
Tril;30C;10
Tril;6C;10
Tub-a;10M;10
Tub-a;12C;10
Tub-a;1M;10
Tub-a;200C;10
Tub-a;30C;10
Tub-a;50M;10
Tub-b;10M;10
Tub-b;15C;10
Tub-b;1M;10
Tub-b;200C;10
Tub-b;30C;10
Tub-b;CM;10
Tub-b;LM01;10
Tub-b;LM02;10
Tub-b;LM03;10
Tub-b;LM04;10
Tub-b;LM05;10
Tub-b;LM06;10
Tub-b;LM07;10
Tub-b;LM08;10
Tub-b;LM09;10
Tub-b;LM10;10
Tub-b;LM11;10
Tub-b;LM12;10
Tub-b;LM13;10
Tub-b;LM14;10
Tub-b;LM15;10
Tub-b;LM16;10
Tub-b;LM17;10
Tub-b;LM18;10
Tub-b;LM19;10
Tub-b;LM20;10
Tub-b;LM21;10
Tub-b;LM22;10
Tub-b;LM23;10
Tub-b;LM24;10
Tub-b;LM25;10
Tub-b;LM26;10
Tub-b;LM27;10
Tub-b;LM28;10
Tub-b;LM29;10
Tub-b;LM30;10
Tub-b;MM;10
Tub-m;LM05;10
Tub-m;LM06;10
Tub-m;LM07;10
Tub-m;LM08;10
Tub-m;LM09;10
Tub-m;LM10;10
Tub-m;LM11;10
Tub-m;LM12;10
Tub-m;LM13;10
Tub-m;LM14;10
Tub-m;LM15;10
Tub-r;LM04;10
Tub-r;LM05;10
Tub-r;LM06;10
Tub-r;LM07;10
Tub-r;LM08;10
Tub-r;LM09;10
Tub-r;LM10;10
Tub-r;LM11;10
Tub-r;LM12;10
Tub-r;LM13;10
Tub-r;LM14;10
Tub-r;LM15;10
Tub;10M;10
Tub;1M;10
Tub;200C;10
Tub;30C;10
Tub;6C;10
Tub;LM02;10
Tub;LM03;10
Tub;LM04;10
Tub;LM05;10
Tub;LM06;10
Tub;LM07;10
Tub;LM08;10
Tub;LM09;10
Tub;LM10;10
Tub;LM11;10
Tub;LM12;10
Tub;LM13;10
Tub;LM14;10
Tub;LM15;10
Tub;LM16;10
Tub;LM17;10
Tub;LM18;10
Tub;LM19;10
Tub;MM;10
Tunb-w;10M;10
Tunb-w;1M;10
Tunb-w;200C;10
Tunb-w;30C;10
Tunb-w;6C;10
Tung;10M;10
Tung;1M;10
Tung;200C;10
Tung;30C;10
Turq;10M;10
Turq;1M;10
Turq;200C;10
Turq;30C;10
Turq;6C;10
Typh-V;10M;10
Typh-V;50M;10
Typh;1M;10
Typh;200C;10
Typh;30C;10
Ultr-g;10M;10
Ultr-g;1M;10
Ultr-g;200C;10
Ultr-g;30C;10
Ur-ac;10M;10
Ur-ac;1M;10
Ur-ac;200C;10
Ur-ac;30C;10
Uran-n;10M;10
Uran-n;1M;10
Uran-n;200C;10
Uran-n;30C;10
Uran-n;6C;10
Uran-n;9C;10
Urea;10M;10
Urea;1M;10
Urea;200C;10
Urea;30C;10
Urea;6C;10
Urea;9X;10
Urin-h;10M;10
Urin-h;1M;10
Urin-h;200C;10
Urin-h;30C;10
Urin-h;6C;10
Urt-p;Q;7
Urt-p;Q;8
Urt-u;10M;10
Urt-u;1M;10
Urt-u;200C;10
Urt-u;30C;10
Urt-u;3X;10
Urt-u;6C;10
Urt-u;Q;7
Urt-u;Q;8
Usn;10M;10
Usn;1M;10
Usn;200C;10
Usn;30C;10
Usn;6C;10
Ust;10M;10
Ust;1M;10
Ust;200C;10
Ust;30C;10
Ust;6C;10
Ut-Dana-D;30C;10
Ut-Ritod-D;200C;10
Ut-Ritod-D;30C;10
Vac;10M;10
Vac;12C;10
Vac;1M;10
Vac;200C;10
Vac;30C;10
Valer;10M;10
Valer;1M;10
Valer;200C;10
Valer;30C;10
Valer;6C;10
Valer;6X;10
Valer;LM01;10
Valer;LM02;10
Valer;LM03;10
Valer;LM04;10
Valer;LM05;10
Valer;LM06;10
Valer;LM07;10
Valer;LM08;10
Valer;LM09;10
Valer;LM10;10
Vanad;10M;10
Vanad;12X;1
Vanad;12X;10
Vanad;18C;10
Vanad;1M;10
Vanad;200C;10
Vanad;30C;10
Vanad;6C;10
Vanad;9C;10
Varic-V;10M;10
Varic-V;1M;10
Varic-V;200C;10
Varic-V;30C;10
Varic;10M;10
Varic;15C;10
Varic;1M;10
Varic;200C;10
Varic;30C;10
Vario;10M;10
Vario;12X;10
Vario;18C;10
Vario;1M;10
Vario;200C;10
Vario;30C;10
Venus;10M;10
Venus;1M;10
Venus;200C;10
Venus;30C;10
Venus;9C;10
Verat-v;10M;10
Verat-v;1M;10
Verat-v;200C;10
Verat-v;30C;10
Verat-v;50M;10
Verat-v;6C;10
Verat;10M;10
Verat;1M;10
Verat;200C;10
Verat;200C;2
Verat;200C;4
Verat;30C;1
Verat;30C;10
Verat;6C;10
Verat;9X;10
Verat;CM;10
Verat;LM01;10
Verat;LM02;10
Verat;LM03;10
Verat;LM04;10
Verat;LM05;10
Verat;LM06;10
Verat;LM07;10
Verat;LM08;10
Verat;LM09;10
Verat;LM10;10
Verat;LM11;10
Verat;LM12;10
Verat;LM13;10
Verat;LM14;10
Verat;LM15;10
Verat;LM16;10
Verat;LM17;10
Verat;LM18;10
Verat;LM19;10
Verat;LM20;10
Verb;10M;10
Verb;1M;10
Verb;200C;10
Verb;30C;10
Verb;6C;10
Verb;6X;10
Verb;LM01;10
Verb;LM02;10
Verb;LM03;10
Verb;LM04;10
Verb;LM05;10
Verb;LM06;10
Verb;LM07;10
Verb;LM08;10
Verb;LM09;10
Verb;LM10;10
Vib;10M;10
Vib;1M;10
Vib;200C;10
Vib;30C;10
Vib;6C;10
Viol-o;200C;10
Viol-o;30C;10
Viol-o;LM01;10
Viol-o;LM02;10
Viol-o;LM03;10
Viol-o;LM04;10
Viol-o;LM05;10
Viol-o;LM06;10
Viol-o;LM07;10
Viol-o;LM08;10
Viol-o;LM09;10
Viol-o;LM10;10
Viol-t;200C;10
Viol-t;30C;10
Viol-t;LM01;10
Viol-t;LM02;10
Viol-t;LM03;10
Viol-t;LM04;10
Viol-t;LM05;10
Viol-t;LM06;10
Viol-t;LM07;10
Viol-t;LM08;10
Viol-t;LM09;10
Viol-t;LM10;10
Vip;1M;10
Vip;200C;10
Vip;30C;10
Vip;6C;10
Visc;10M;10
Visc;1M;10
Visc;200C;10
Visc;30C;10
Visc;6C;10
Vita-A;1M;10
Vita-A;200C;10
Vita-A;30C;10
Vita-A;6C;10
Vita-B12;1M;10
Vita-B12;200C;10
Vita-B12;30C;10
Vita-B12;6C;10
Vita-B17;1M;10
Vita-B17;200C;10
Vita-B17;30C;10
Vita-B17;6C;10
Vita-B6;1M;10
Vita-B6;200C;10
Vita-B6;30C;10
Vita-B6;6C;10
Vita-B;1M;10
Vita-B;200C;10
Vita-B;30C;10
Vita-B;6C;10
Vita-C;12X;10
Vita-C;1M;10
Vita-C;200C;10
Vita-C;30C;10
Vita-E;30C;10
Vita-E;6C;10
Vita-K;30C;10
Vita-K;6C;10
Vital salt;combination;4
Vol-D;30C;10
White-chest;10M;10
White-chest;1M;10
White-chest;200C;10
White-chest;30C;10
White-chest;6C;10
Winch-w;10M;10
Winch-w;1M;10
Winch-w;200C;10
Winch-w;30C;10
Winch-w;50M;10
Wye;30C;10
Wye;6C;10
X-ray;10M;10
X-ray;1M;10
X-ray;200C;10
X-ray;30C;10
X-ray;9C;10
Xan;10M;10
Xan;1M;10
Xan;200C;10
Xan;30C;10
Xan;6C;10
Xenon;10M;10
Xenon;1M;10
Xenon;200C;10
Xenon;30C;10
Yamab;Q;7
Yamab;Q;8
Yeast;10M;10
Yeast;12X;10
Yeast;1M;10
Yeast;200C;10
Yeast;30C;10
Yeast;6C;10
Yellow-f;10M;10
Yellow-f;15C;10
Yellow-f;1M;10
Yellow-f;200C;10
Yellow-f;30C;10
Yellow;10M;10
Yellow;1M;10
Yellow;200C;10
Yellow;30C;10
Yellow;6C;10
Yellow;9X;10
Yohim;12X;10
Yohim;1M;10
Yohim;200C;10
Yohim;30C;10
Yohim;6C;10
Ytte-ac;1M;10
Ytte-c;1M;10
Ytte-f;1M;10
Ytte-i;1M;10
Ytte-m;1M;10
Ytte-n;1M;10
Ytte-oxa;200C;10
Ytte-oxy;1M;10
Ytte-p;1M;10
Ytte-s;1M;10
Ytte;1M;10
Yttr;10M;10
Yttr;1M;10
Yttr;200C;10
Yttr;30C;10
Zinc-m;10M;10
Zinc-m;12C;1
Zinc-m;12C;10
Zinc-m;15C;10
Zinc-m;1M;10
Zinc-m;200C;10
Zinc-m;30C;10
Zinc-m;9C;10
Zinc;10M;10
Zinc;12X;10
Zinc;1M;10
Zinc;200C;10
Zinc;30C;10
Zinc;6C;10
Zinc;LM01;10
Zinc;LM02;10
Zinc;LM03;10
Zinc;LM04;10
Zinc;LM05;10
Zinc;LM06;10
Zinc;LM07;10
Zinc;LM08;10
Zinc;LM09;10
Zinc;LM10;10
Zinc;LM11;10
Zinc;LM12;10
Zinc;LM13;10
Zinc;LM14;10
Zinc;LM15;10
Zing;10M;10
Zing;1M;10
Zing;200C;10
Zing;30C;10
Zing;6C;10
Zing;Q;7
Zing;Q;8
Zirc;10M;10
Zirc;1M;10
Zirc;200C;10
Zirc;30C;10
