abbr;potency;vial_id
Abrot;10M;10
Abrot;1M;10
Abrot;200C;10
Abrot;30C;10
Abrot;6C;10
Absin;Q;7
Absin;Q;8
Acet-ac;10M;10
Acet-ac;1M;10
Acet-ac;200C;10
Acet-ac;30C;10
Acet-ac;50M;10
Acet-ac;6C;10
Acon-f;1M;10
Acon-f;200C;10
Acon-f;30C;10
Acon-f;6C;10
Acon;10M;10
Acon;1M;10
Acon;200C;10
Acon;200C;2
Acon;200C;4
Acon;30C;1
Acon;30C;10
Acon;30C;2
Acon;30C;4
Acon;6C;10
Acon;LM01;10
Acon;LM02;10
Acon;LM03;10
Acon;LM04;10
Acon;LM05;10
Acon;LM06;10
Acon;LM07;10
Acon;LM08;10
Acon;LM09;10
Acon;LM10;10
Acon;LM11;10
Acon;LM12;10
Acon;LM13;10
Acon;LM14;10
Acon;LM15;10
Acon;MM;10
Act-sp;6X;10
ActHIB-V;30C;10
ActHIB-V;6C;10
Active element;combination;4
Active salt;combination;4
Adam;10M;10
Adam;1M;10
Adam;200C;10
Adam;30C;10
Adam;50M;10
Adon;10M;10
Adon;1M;10
Adon;200C;10
Adon;30C;10
Adon;6C;10
Adren-c;12C;10
Adren-c;1M;10
Adren-c;200C;10
Adren-c;30C;10
Adren-m;12C;10
Adren-m;1M;10
Adren-m;200C;10
Adren-m;30C;10
Adren;10M;10
Adren;12X;10
Adren;1M;10
Adren;200C;10
Adren;30C;10
Adren;6C;10
Adren;9X;10
Aen-D;30C;10
Aen-D;6C;10
Aesc-c;10M;10
Aesc-c;1M;10
Aesc-c;200C;10
Aesc-c;30C;10
Aesc;10M;10
Aesc;1M;10
Aesc;200C;10
Aesc;30C;10
Aesc;6C;10
Aeth;10M;10
Aeth;1M;10
Aeth;200C;10
Aeth;30C;10
Aeth;6C;10
Agar;10M;10
Agar;1M;10
Agar;200C;10
Agar;30C;10
Agar;6C;10
Agar;9X;10
Agar;LM01;10
Agar;LM02;10
Agar;LM03;10
Agar;LM04;10
Agar;LM05;10
Agar;LM06;10
Agar;LM07;10
Agar;LM08;10
Agar;LM09;10
Agar;LM10;10
Agar;LM11;10
Agar;LM12;10
Agar;LM13;10
Agar;LM14;10
Agar;LM15;10
Agn;1M;10
Agn;200C;10
Agn;30C;10
Agn;6C;10
Agn;LM01;10
Agn;LM02;10
Agn;LM03;10
Agn;LM04;10
Agn;LM05;10
Agn;LM06;10
Agn;LM07;10
Agn;LM08;10
Agn;LM09;10
Agn;LM10;10
Agra;1M;10
Agra;200C;10
Agra;30C;10
Agra;6C;10
Agrost;200C;10
Aid;1M;10
Aid;200C;10
Ail;1M;10
Ail;200C;10
Ail;30C;10
Ail;6C;10
Alf;1M;10
Alf;200C;10
Alf;30C;10
Alf;3X;10
Alf;6C;10
Alf;6X;10
Alf;Q;7
Alf;Q;8
All-c;1M;10
All-c;200C;10
All-c;30C;10
All-c;6C;10
Aloe-v;6X;10
Aloe;10M;10
Aloe;1M;10
Aloe;200C;10
Aloe;30C;10
Aloe;6C;10
Aloe;6X;10
Alum;10M;10
Alum;12X;10
Alum;1M;10
Alum;200C;10
Alum;30C;10
Alum;6C;10
Alum;LM01;10
Alum;LM02;10
Alum;LM03;10
Alum;LM04;10
Alum;LM05;10
Alum;LM06;10
Alum;LM07;10
Alum;LM08;10
Alum;LM09;10
Alum;LM10;10
Alum;LM11;10
Alum;LM12;10
Alum;LM13;10
Alum;LM14;10
Alum;LM15;10
Am-c;10M;10
Am-c;1M;10
Am-c;200C;10
Am-c;30C;10
Am-c;6C;10
Am-c;LM01;10
Am-c;LM02;10
Am-c;LM03;10
Am-c;LM04;10
Am-c;LM05;10
Am-c;LM06;10
Am-c;LM07;10
Am-c;LM08;10
Am-c;LM09;10
Am-c;LM10;10
Am-c;LM11;10
Am-c;LM12;10
Am-c;LM13;10
Am-c;LM14;10
Am-c;LM15;10
Am-m;10M;10
Am-m;12C;10
Am-m;1M;10
Am-m;200C;10
Am-m;30C;10
Am-m;6C;10
Am-m;LM01;10
Am-m;LM02;10
Am-m;LM03;10
Am-m;LM04;10
Am-m;LM05;10
Am-m;LM06;10
Am-m;LM07;10
Am-m;LM08;10
Am-m;LM09;10
Am-m;LM10;10
Am-m;LM11;10
Am-m;LM12;10
Am-m;LM13;10
Am-m;LM14;10
Am-m;LM15;10
Ambr;10M;10
Ambr;1M;10
Ambr;200C;10
Ambr;30C;10
Ambr;6C;10
Ambr;LM01;10
Ambr;LM02;10
Ambr;LM03;10
Ambr;LM04;10
Ambr;LM05;10
Ambr;LM06;10
Ambr;LM07;10
Ambr;LM08;10
Ambr;LM09;10
Ambr;LM10;10
Ambr;LM11;10
Ambr;LM12;10
Ambr;LM13;10
Ambr;LM14;10
Ambr;LM15;10
Ameth-E;10M;10
Ameth-E;1M;10
Ameth-E;200C;10
Ameth-E;30C;10
Ameth-E;50M;10
Ameth;10M;10
Ameth;1M;10
Ameth;200C;10
Ameth;30C;10
Ameth;6C;10
Ametr-E;10M;10
Ametr-E;12X;10
Ametr-E;1M;10
Ametr-E;200C;10
Ametr-E;30C;10
Ametr-E;6C;10
Ametr;10M;10
Ametr;12X;10
Ametr;1M;10
An-Drop-HD;30C;10
An-Drop-HD;6C;10
Ana-C-HD;30C;10
Ana-C-HD;50M;10
Anac;10M;10
Anac;1M;10
Anac;200C;10
Anac;200C;2
Anac;200C;4
Anac;30C;10
Anac;6C;10
Anac;LM01;10
Anac;LM02;10
Anac;LM03;10
Anac;LM04;10
Anac;LM05;10
Anac;LM06;10
Anac;LM07;10
Anac;LM08;10
Anac;LM09;10
Anac;LM10;10
Anac;LM11;10
Anac;LM12;10
Anac;LM13;10
Anac;LM14;10
Anac;LM15;10
Anaesthetic comb;30C;10
Anaesthetic comb;50M;10
Anag;3X;10
Ang;10M;10
Ang;1M;10
Ang;200C;10
Ang;30C;10
Ang;6C;10
Ang;LM01;10
Ang;LM02;10
Ang;LM03;10
Ang;LM04;10
Ang;LM05;10
Ang;LM06;10
Ang;LM07;10
Ang;LM08;10
Ang;LM09;10
Ang;LM10;10
Ang;LM11;10
Ang;LM12;10
Ang;LM13;10
Ang;LM14;10
Ang;LM15;10
Anh;10M;10
Anh;12C;10
Anh;1M;10
Anh;200C;10
Anh;30C;10
Ant-ar;1M;10
Ant-ar;200C;10
Ant-ar;30C;10
Ant-ar;6C;10
Ant-c;10M;10
Ant-c;1M;10
Ant-c;200C;10
Ant-c;200C;2
Ant-c;200C;4
Ant-c;30C;10
Ant-c;6C;10
Ant-c;CM;10
Ant-c;LM01;10
Ant-c;LM02;10
Ant-c;LM03;10
Ant-c;LM04;10
Ant-c;LM05;10
Ant-c;LM06;10
Ant-c;LM07;10
Ant-c;LM08;10
Ant-c;LM09;10
Ant-c;LM10;10
Ant-c;LM11;10
Ant-c;LM12;10
Ant-c;LM13;10
Ant-c;LM14;10
Ant-c;LM15;10
Ant-o;30C;10
Ant-o;6C;10
Ant-pit;10M;10
Ant-pit;12C;10
Ant-pit;1M;10
Ant-pit;200C;10
Ant-pit;30C;10
Ant-t;10M;10
Ant-t;1M;10
Ant-t;200C;10
Ant-t;30C;10
Ant-t;30C;2
Ant-t;30C;4
Ant-t;6C;10
Ant-t;CM;10
Ant-t;LM01;10
Ant-t;LM02;10
Ant-t;LM03;10
Ant-t;LM04;10
Ant-t;LM05;10
Ant-t;LM06;10
Ant-t;LM07;10
Ant-t;LM08;10
Ant-t;LM09;10
Ant-t;LM10;10
Anthr;10M;10
Anthr;1M;10
Anthr;200C;10
Anthr;30C;10
Anthr;9C;10
Antibiot-C-D;30C;10
Antican-C-D;30C;10
Antihis-Cel-D;30C;10
Antihis-Cel-D;6C;10
Antihis-Int-D;30C;10
Antihis-Int-D;6C;10
Antihis-Zad-D;30C;10
Antihis-Zad-D;6C;10
Anx-Alp-D;30C;10
Anx-Bromaz-D;30C;10
Anx-Etiz-D;30C;10
Anx-Loraz-D;30C;10
Apis+S+C;30C;1
Apis;10M;10
Apis;1M;10
Apis;200C;10
Apis;30C;10
Apis;30C;2
Apis;30C;4
Apis;6C;10
Apis;CM;10
Apis;LM01;10
Apis;LM02;10
Apis;LM03;10
Apis;LM04;10
Apis;LM05;10
Apis;LM06;10
Apis;LM07;10
Apis;LM08;10
Apis;LM09;10
Apis;LM10;10
Apis;LM11;10
Apis;LM12;10
Apis;LM13;10
Apis;LM14;10
Apoc;10M;10
Apoc;1M;10
Apoc;200C;10
Apoc;30C;10
Apoc;6C;10
Apoc;9X;10
Appl;10M;10
Appl;1M;10
Appl;200C;10
Appl;30C;10
Appl;6C;10
Aq-mar;10M;10
Aq-mar;1M;10
Aq-mar;200C;10
Aq-mar;30C;10
Aq-mar;9C;10
Aq-pur;10M;10
Aqua-p;10M;10
Aqua-p;1M;10
Aquam-E;10M;10
Aquam-E;1M;10
Aquam-E;200C;10
Aquam-E;30C;10
Aquam;10M;10
Aquam;1M;10
Aral;200C;10
Aral;30C;10
Aral;6X;10
Aral;Q;7
Aral;Q;8
Aran;10M;10
Aran;1M;10
Aran;200C;10
Aran;30C;10
Aran;6C;10
Arg-f;1M;10
Arg-f;200C;10
Arg-f;30C;10
Arg-f;6C;10
Arg-m;10M;10
Arg-m;12X;10
Arg-m;1M;10
Arg-m;200C;10
Arg-m;30C;10
Arg-m;6C;10
Arg-m;LM01;10
Arg-m;LM02;10
Arg-m;LM03;10
Arg-m;LM04;10
Arg-m;LM05;10
Arg-m;LM06;10
Arg-m;LM07;10
Arg-m;LM08;10
Arg-m;LM09;10
Arg-m;LM10;10
Arg-m;LM11;10
Arg-m;LM12;10
Arg-m;LM13;10
Arg-m;LM14;10
Arg-m;LM15;10
Arg-n;10M;10
Arg-n;1M;10
Arg-n;200C;10
Arg-n;200C;2
Arg-n;200C;4
Arg-n;30C;10
Arg-n;30C;2
Arg-n;30C;4
Arg-n;6C;10
Arg-n;LM01;10
Arg-n;LM02;10
Arg-n;LM03;10
Arg-n;LM04;10
Arg-n;LM05;10
Arg-n;LM06;10
Arg-n;LM07;10
Arg-n;LM08;10
Arg-n;LM09;10
Arg-n;LM10;10
Arg-n;LM11;10
Arg-n;LM12;10
Arg-n;LM13;10
Arg-n;LM14;10
Arg-n;LM15;10
Arg-n;MM;10
Argon;10M;10
Argon;1M;10
Argon;200C;10
Argon;30C;10
Arist;10M;10
Arist;1M;10
Arist;200C;10
Arist;30C;10
Arist;6C;10
Arn;10M;10
Arn;1M;10
Arn;200C;10
Arn;30C;1
Arn;30C;10
Arn;30C;2
Arn;30C;4
Arn;3X;10
Arn;6C;10
Arn;6X;10
Arn;LM01;10
Arn;LM02;10
Arn;LM03;10
Arn;LM04;10
Arn;LM05;10
Arn;LM06;10
Arn;LM07;10
Arn;LM08;10
Arn;LM09;10
Arn;LM10;10
Arn;LM11;10
Arn;LM12;10
Arn;LM13;10
Arn;LM14;10
Arn;LM15;10
Arn;LM16;10
Arn;LM17;10
Arn;LM18;10
Arn;LM19;10
Arn;LM20;10
Arn;MM;10
Ars-br;6C;10
Ars-i;10M;10
Ars-i;12X;1
Ars-i;12X;10
Ars-i;1M;10
Ars-i;200C;10
Ars-i;30C;10
Ars-i;6C;10
Ars-s-r;10M;10
Ars-s-r;15C;10
Ars-s-r;1M;10
Ars-s-r;200C;10
Ars-s-r;30C;10
Ars;10M;10
Ars;1M;10
Ars;200C;10
Ars;200C;2
Ars;200C;4
Ars;30C;1
Ars;30C;10
Ars;30C;2
Ars;30C;4
Ars;6C;10
Ars;LM01;10
Ars;LM02;10
Ars;LM03;10
Ars;LM04;10
Ars;LM05;10
Ars;LM06;10
Ars;LM07;10
Ars;LM08;10
Ars;LM09;10
Ars;LM10;10
Ars;LM11;10
Ars;LM12;10
Ars;LM13;10
Ars;LM14;10
Ars;LM15;10
Ars;LM16;10
Ars;LM17;10
Ars;LM18;10
Ars;LM19;10
Ars;LM20;10
Ars;LM21;10
Ars;LM22;10
Ars;LM23;10
Ars;LM24;10
Ars;LM25;10
Ars;MM;10
Art-Ox-C-D;30C;10
Art-i;Q;7
Art-i;Q;8
Arum-m;10M;10
Arum-m;1M;10
Arum-m;200C;10
Arum-m;30C;10
Arum-m;6C;10
Arum-t;10M;10
Arum-t;1M;10
Arum-t;200C;10
Arum-t;30C;10
Arum-t;6C;10
Arund;10M;10
Arund;1M;10
Arund;200C;10
Arund;30C;10
Asaf;10M;10
Asaf;1M;10
Asaf;200C;10
Asaf;30C;10
Asaf;6C;10
Asaf;LM01;10
Asaf;LM02;10
Asaf;LM03;10
Asaf;LM04;10
Asaf;LM05;10
Asaf;LM06;10
Asaf;LM07;10
Asaf;LM08;10
Asaf;LM09;10
Asaf;LM10;10
Asaf;LM11;10
Asaf;LM12;10
Asaf;LM13;10
Asaf;LM14;10
Asaf;LM15;10
Asar;1M;10
Asar;200C;10
Asar;30C;10
Asar;6C;10
Asar;LM01;10
Asar;LM02;10
Asar;LM03;10
Asar;LM04;10
Asar;LM05;10
Asar;LM06;10
Asar;LM07;10
Asar;LM08;10
Asar;LM09;10
Asar;LM10;10
Asbes;10M;10
Asbes;15C;10
Asbes;1M;10
Asbes;200C;10
Asbes;30C;10
Ash;10M;10
Ash;1M;10
Ash;200C;10
Ash;30C;10
Ash;6C;10
Aspart;1M;10
Aspart;200C;10
Aspart;30C;10
Aspart;6C;10
Astac;30C;10
Astac;6C;10
Astac;6X;10
Aster;10M;10
Aster;1M;10
Aster;200C;10
Aster;30C;10
Aster;6C;10
Atra-r;1M;10
Atra-r;200C;10
Atra-r;30C;10
Atra-r;9C;10
Aur-ar;10M;10
Aur-ar;12C;10
Aur-ar;1M;10
Aur-ar;200C;10
Aur-ar;30C;10
Aur-ar;6C;10
Aur-i;10M;10
Aur-i;12X;10
Aur-i;1M;10
Aur-i;200C;10
Aur-i;30C;10
Aur-i;6C;10
Aur-i;CM;10
Aur-m-n;10M;10
Aur-m-n;1M;10
Aur-m-n;200C;10
Aur-m-n;30C;10
Aur-m-n;6C;10
Aur;10M;10
Aur;12X;10
Aur;1M;10
Aur;200C;10
Aur;30C;10
Aur;6C;10
Aur;LM01;10
Aur;LM02;10
Aur;LM03;10
Aur;LM04;10
Aur;LM05;10
Aur;LM06;10
Aur;LM07;10
Aur;LM08;10
Aur;LM09;10
Aur;LM10;10
Aur;LM11;10
Aur;LM12;10
Aur;LM13;10
Aur;LM14;10
Aur;LM15;10
Aven;10M;10
Aven;1M;10
Aven;200C;10
Aven;30C;10
Aven;3X;10
Aven;6C;10
Aven;9X;10
Aven;Q;7
Aven;Q;8
Ayah;10M;10
Ayah;1M;10
Ayah;200C;10
Ayah;30C;10
Ayah;6C;10
BCG-V;10M;10
BCG-V;15C;10
BCG-V;1M;10
BCG-V;200C;10
BCG-V;30C;10
Bac-7;10M;10
Bac-7;1M;10
Bac-7;200C;10
Bac-7;30C;10
Bac;10M;10
Bac;1M;10
Bac;200C;10
Bac;30C;10
Bac;LM02;10
Bac;LM03;10
Bac;LM04;10
Bac;LM05;10
Bac;LM06;10
Bac;LM07;10
Bac;LM08;10
Bac;LM09;10
Bac;LM10;10
Bac;LM11;10
Bac;LM12;10
Bac;LM13;10
Bac;LM14;10
Bac;LM15;10
Bapt;10M;10
Bapt;1M;10
Bapt;200C;10
Bapt;30C;10
Bapt;6C;10
Bapt;6X;10
Bapt;LM01;10
Bapt;LM02;10
Bapt;LM03;10
Bapt;LM04;10
Bapt;LM05;10
Bapt;LM06;10
Bapt;LM07;10
Bapt;LM08;10
Bapt;LM09;10
Bapt;LM10;10
Bar-c;10M;10
Bar-c;1M;10
Bar-c;200C;10
Bar-c;200C;2
Bar-c;200C;4
Bar-c;30C;10
Bar-c;6C;10
Bar-c;LM01;10
Bar-c;LM02;10
Bar-c;LM03;10
Bar-c;LM04;10
Bar-c;LM05;10
Bar-c;LM06;10
Bar-c;LM07;10
Bar-c;LM08;10
Bar-c;LM09;10
Bar-c;LM10;10
Bar-c;LM11;10
Bar-c;LM12;10
Bar-c;LM13;10
Bar-c;LM14;10
Bar-c;MM;10
Bar-m;10M;10
Bar-m;1M;10
Bar-m;200C;10
Bar-m;30C;10
Bar-m;6C;10
Bayl;10M;10
Bayl;1M;10
Bayl;200C;10
Bayl;30C;10
Bayl;6C;10
Bell-p;10M;10
Bell-p;1M;10
Bell-p;200C;10
Bell-p;30C;10
Bell-p;6C;10
Bell-p;6X;10
Bell-p;Q;7
Bell-p;Q;8
Bell;10M;10
Bell;1M;10
Bell;200C;10
Bell;200C;2
Bell;200C;4
Bell;30C;1
Bell;30C;10
Bell;30C;2
Bell;30C;4
Bell;3C;10
Bell;6C;10
Bell;LM01;10
Bell;LM02;10
Bell;LM03;10
Bell;LM04;10
Bell;LM05;10
Bell;LM06;10
Bell;LM07;10
Bell;LM08;10
Bell;LM09;10
Bell;LM10;10
Bell;LM11;10
Bell;LM12;10
Bell;LM13;10
Bell;LM14;10
Bell;LM15;10
Bell;LM16;10
Bell;LM17;10
Bell;LM18;10
Bell;LM19;10
Bell;LM20;10
Bell;MM;10
Benz-ac;10M;10
Benz-ac;1M;10
Benz-ac;200C;10
Benz-ac;30C;10
Benz-ac;6C;10
Berb-a;1M;10
Berb-a;200C;10
Berb-a;30C;10
Berb-a;6C;10
Berb-a;6X;10
Berb;Q;7
Berb;Q;8
Berb;10M;10
Berb;1M;10
Berb;200C;10
Berb;30C;10
Berb;3X;10
Berb;6C;10
Berb;6X;10
Berl;10M;10
Berl;1M;10
Berl;200C;10
Berl;30C;10
Berl;50M;10
Beryl-m;1M;10
Beryl-m;200C;10
Beryl;10M;10
Beryl;1M;10
Beryl;200C;10
Beryl;30C;10
Betul;10M;10
Betul;1M;10
Betul;200C;10
Betul;30C;10
Betul;3X;10
Betul;6C;10
Bism-c;1M;10
Bism-c;200C;10
Bism-m;10M;10
Bism-m;1M;10
Bism-m;200C;10
Bism;10M;10
Bism;1M;10
Bism;200C;10
Bism;200C;2
Bism;200C;4
Bism;30C;10
Bism;50M;10
Bism;LM01;10
Bism;LM02;10
Bism;LM03;10
Bism;LM04;10
Bism;LM05;10
Bism;LM06;10
Bism;LM07;10
Bism;LM08;10
Bism;LM09;10
Bism;LM10;10
Bl-Eryt-HD;12X;10
Bl-Imm-A-HD;200C;10
Bl-Imm-A-HD;30C;10
Blatta;10M;10
Blatta;12C;10
Blatta;1M;10
Blatta;200C;10
Blatta;30C;10
Blatta;6C;10
Blessing;combination;6
Blue;10M;10
Blue;1M;10
Blue;200C;10
Blue;30C;10
Blue;6C;10
Bon-Calcit-HD;200C;10
Bon-Calcit-HD;30C;10
Bon-Calcit-HD;6C;10
Bon-Didr-HD;12C;10
Bor;10M;10
Bor;12X;1
Bor;12X;10
Bor;1M;10
Bor;200C;10
Bor;200C;2
Bor;200C;4
Bor;30C;1
Bor;30C;10
Bor;50M;10
Bor;6C;10
Bor;6X;10
Bor;LM01;10
Bor;LM02;10
Bor;LM03;10
Bor;LM04;10
Bor;LM05;10
Bor;LM06;10
Bor;LM07;10
Bor;LM08;10
Bor;LM09;10
Bor;LM10;10
Boron;10M;10
Boron;1M;10
Boron;200C;10
Borr;6C;10
Both;10M;10
Both;12X;10
Both;1M;10
Both;200C;10
Both;30C;10
Both;50M;10
Both;6C;10
Botul;10M;10
Botul;15C;10
Botul;1M;10
Botul;30C;10
Bov;1M;10
Bov;200C;10
Bov;30C;10
Bov;6C;10
Bov;LM01;10
Bov;LM02;10
Bov;LM03;10
Bov;LM04;10
Bov;LM05;10
Bov;LM06;10
Bov;LM07;10
Bov;LM08;10
Bov;LM09;10
Bov;LM10;10
Bov;LM11;10
Bov;LM12;10
Bov;LM13;10
Bov;LM14;10
Bov;LM15;10
Br-Cod-P-HD;10M;10
Br-Cod-P-HD;1M;10
Br-Cod-P-HD;200C;10
Br-Cod-P-HD;30C;10
Br-Cod-P-HD;6C;10
Br-Theop-HD;10M;10
Br-Theop-HD;1M;10
Br-Theop-HD;200C;10
Br-Theop-HD;30C;10
Br-Theop-HD;6C;10
Brom;10M;10
Brom;12X;10
Brom;1M;10
Brom;200C;10
Brom;30C;10
Brom;6C;10
Brom;LM01;10
Brom;LM02;10
Brom;LM03;10
Brom;LM04;10
Brom;LM05;10
Brom;LM06;10
Brom;LM07;10
Brom;LM08;10
Brom;LM09;10
Brom;LM10;10
Brown-rice;10M;10
Brown-rice;12C;10
Brown-rice;1M;10
Brown-rice;200C;10
Brown-rice;30C;10
Bry;10M;10
Bry;1M;10
Bry;200C;10
Bry;30C;10
Bry;30C;2
Bry;30C;4
Bry;30X;10
Bry;6C;10
Bry;CM;10
Bry;LM01;10
Bry;LM02;10
Bry;LM03;10
Bry;LM04;10
Bry;LM05;10
Bry;LM06;10
Bry;LM07;10
Bry;LM08;10
Bry;LM09;10
Bry;LM10;10
Bry;LM11;10
Bry;LM12;10
Bry;LM13;10
Bry;LM14;10
Budd;10M;10
Budd;1M;10
Budd;200C;10
Budd;30C;10
Budd;50M;10
Buff-D;30C;10
Buff-D;6C;10
Bufo;10M;10
Bufo;1M;10
Bufo;200C;10
Bufo;30C;10
Bufo;6C;10
Bufo;LM01;10
Bufo;LM02;10
Bufo;LM03;10
Bufo;LM04;10
Bufo;LM05;10
Bufo;LM06;10
Bufo;LM07;10
Bufo;LM08;10
Bufo;LM09;10
Bufo;LM10;10
Busu-D;30C;10
Busu-D;6C;10
But-ac;10M;10
But-ac;1M;10
But-ac;200C;10
But-ac;30C;10
But-ac;6C;10
C.I;10M;10
C.I;1M;10
C.I;200C;10
C.I;30C;10
C.I;6C;10
C.I;LM03;10
C.S;10M;10
C.S;12C;10
C.S;1M;10
C.S;200C;10
C.S;30C;10
C.S;50M;10
C.S;LM01;10
C.S;LM02;10
C.S;LM03;10
C.S;LM04;10
C.S;LM05;10
C.S;LM06;10
C.S;LM07;10
C.S;LM08;10
C.S;LM09;10
C.S;LM10;10
C.S;LM11;10
C.S;LM12;10
C.S;LM13;10
C.S;LM14;10
C.S;LM15;10
Cact;10M;10
Cact;1M;10
Cact;200C;10
Cact;30C;10
Cact;6C;10
Cact;6X;10
Cact;LM04;10
Cadm-i;10M;10
Cadm-i;1M;10
Cadm-i;200C;10
Cadm-i;30C;10
Cadm-i;50M;10
Cadm-i;6C;10
Cadm-i;9X;10
Cadm-s;10M;10
Cadm-s;1M;10
Cadm-s;200C;10
Cadm-s;30C;10
Cadm-s;6C;10
Cadm;10M;10
Cadm;1M;10
Cadm;200C;10
Cadm;30C;10
Cadm;6C;10
Caes-h;10M;10
Caes-h;1M;10
Caes-h;200C;10
Caes-h;30C;10
Caes-h;6C;10
Calad;10M;10
Calad;1M;10
Calad;200C;10
Calad;30C;10
Calad;6C;10
Calad;LM01;10
Calad;LM02;10
Calad;LM03;10
Calad;LM04;10
Calad;LM05;10
Calad;LM06;10
Calad;LM07;10
Calad;LM08;10
Calad;LM09;10
Calad;LM10;10
Calc-ar;10M;10
Calc-ar;1M;10
Calc-ar;200C;10
Calc-ar;30C;10
Calc-ar;6C;10
Calc-br;10M;10
Calc-br;1M;10
Calc-br;200C;10
Calc-br;30C;10
Calc-br;6C;10
Calc-f;10M;10
Calc-f;12X;1
Calc-f;12X;10
Calc-f;1M;10
Calc-f;200C;10
Calc-f;30C;10
Calc-f;6C;10
Calc-f;9X;10
Calc-f;LM02;10
Calc-f;LM06;10
Calc-i;10M;10
Calc-i;1M;10
Calc-i;200C;10
Calc-i;30C;10
Calc-i;6C;10
Calc-n;10M;10
Calc-n;1M;10
Calc-n;200C;10
Calc-n;30C;10
Calc-n;50M;10
Calc-o-t;10M;10
Calc-o-t;12C;10
Calc-o-t;1M;10
Calc-o-t;200C;10
Calc-o-t;30C;10
Calc-p;10M;10
Calc-p;12X;1
Calc-p;12X;10
Calc-p;1M;10
Calc-p;200C;10
Calc-p;30C;10
Calc-p;6C;10
Calc-p;9X;10
Calc-p;LM01;10
Calc-p;LM02;10
Calc-p;LM03;10
Calc-p;LM04;10
Calc-p;LM05;10
Calc-p;LM06;10
Calc-p;LM07;10
Calc-p;LM08;10
Calc-p;LM09;10
Calc-p;LM10;10
Calc-p;LM11;10
Calc-p;LM12;10
Calc-p;LM13;10
Calc-p;LM14;10
Calc-p;LM15;10
Calc-ren;10M;10
Calc-ren;1M;10
Calc-ren;200C;10
Calc-ren;30C;10
Calc-s;10M;10
Calc-s;12X;1
Calc-s;12X;10
Calc-s;1M;10
Calc-s;200C;10
Calc-s;30C;10
Calc-s;6C;10
Calc-s;9X;10
Calc-s;LM01;10
Calc-s;LM02;10
Calc-s;LM03;10
Calc-s;LM05;10
Calc-s;LM06;10
Calc-sil;10M;10
Calc-sil;1M;10
Calc-sil;200C;10
Calc-sil;30C;10
Calc-sil;6C;10
Calc;10M;10
Calc;12X;1
Calc;12X;10
Calc;1M;10
Calc;200C;10
Calc;200C;2
Calc;200C;4
Calc;30C;10
Calc;30C;2
Calc;30C;4
Calc;6C;10
Calc;LM01;10
Calc;LM02;10
Calc;LM03;10
Calc;LM04;10
Calc;LM05;10
Calc;LM06;10
Calc;LM07;10
Calc;LM08;10
Calc;LM09;10
Calc;LM10;10
Calc;LM11;10
Calc;LM12;10
Calc;LM13;10
Calc;LM14;10
Calc;LM15;10
Calc;LM16;10
Calc;LM17;10
Calc;LM18;10
Calc;LM19;10
Calc;LM20;10
Calc;LM21;10
Calc;LM22;10
Calc;LM23;10
Calc;LM24;10
Calc;LM25;10
Calc;MM;10
Calen;10M;10
Calen;1M;10
Calen;200C;10
Calen;30C;1
Calen;30C;10
Calen;30C;2
Calen;30C;4
Calen;6C;10
Calen;CM;10
Calen;Q;6
Calen;Q;7
Calen;Q;8
Calen;Q;9
Calo;10M;10
Calo;1M;10
Calo;200C;10
Calo;30C;10
Camph;10M;10
Camph;1M;10
Camph;200C;10
Camph;30C;10
Camph;6C;10
Camph;LM01;10
Camph;LM02;10
Camph;LM03;10
Camph;LM04;10
Camph;LM05;10
Camph;LM06;10
Camph;LM07;10
Camph;LM08;10
Camph;LM09;10
Camph;LM10;10
Camph;LM11;10
Camph;LM12;10
Camph;LM13;10
Camph;LM14;10
Camph;LM15;10
Candi-al;10M;10
Candi-al;12X;10
Candi-al;1M;10
Candi-al;200C;10
Candi-al;30C;10
Candi-al;50M;10
Candi-al;6C;10
Cani-8D-V;30C;10
Cani-8D-V;6X;10
Cani-9D-V;30C;10
Cani-DHPPI-V;10M;10
Cani-DHPPI-V;1M;10
Cani-DHPPI-V;200C;10
Cani-DHPPI-V;30C;10
Cani-DHPPI-V;9C;10
Cani-calc-u;30C;10
Cani-dipyl;1M;10
Cani-dipyl;200C;10
Cani-hepat;10M;10
Cani-hepat;12C;10
Cani-hepat;1M;10
Cani-hepat;200C;10
Cani-hepat;30C;10
Cani-lep-V;10M;10
Cani-lep-V;1M;10
Cani-lep-V;200C;10
Cani-lep-V;30C;10
Cani-lep-V;9C;10
Cani-nos-C;30C;10
Cani-ov;30C;10
Cani-ov;6X;10
Canth;10M;10
Canth;1M;10
Canth;200C;10
Canth;30C;10
Canth;30C;2
Canth;30C;4
Canth;50M;10
Canth;6C;10
Canth;LM01;10
Canth;LM02;10
Canth;LM03;10
Canth;LM04;10
Canth;LM05;10
Canth;LM06;10
Canth;LM07;10
Canth;LM08;10
Canth;LM09;10
Canth;LM10;10
Canth;LM11;10
Canth;LM12;10
Canth;LM13;10
Canth;LM14;10
Canth;LM15;10
Caps;10M;10
Caps;1M;10
Caps;200C;10
Caps;200C;2
Caps;200C;4
Caps;30C;10
Caps;50M;10
Caps;6C;10
Caps;LM01;10
Caps;LM02;10
Caps;LM03;10
Caps;LM04;10
Caps;LM05;10
Caps;LM06;10
Caps;LM07;10
Caps;LM08;10
Caps;LM09;10
Caps;LM10;10
Caps;LM11;10
Caps;LM12;10
Caps;LM13;10
